,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,grade,sqft_above,sqft_basement,yr_built,lat,long,sqft_living15,sqft_lot15,Average,Fair,Good,Poor,Very Good,log_price
80,360000.0,4,2.5,1900,5889,2.0,0,7,1900,0,1992,47.349,-122.031,1870,6405,1,0,0,0,0,5.556302500767287
81,355000.0,2,1.0,2020,6720,1.0,0,7,1010,1010,1948,47.5474,-122.291,1720,6720,1,0,0,0,0,5.550228353055094
82,356000.0,3,1.5,1680,8712,1.0,0,8,1680,0,1964,47.4811,-122.149,1850,8797,1,0,0,0,0,5.551449997972875
83,315000.0,3,1.0,960,6634,1.0,0,6,960,0,1952,47.7264,-122.31,1570,7203,1,0,0,0,0,5.498310553789601
84,940000.0,3,1.5,2140,3600,2.0,0,9,1900,240,1925,47.6337,-122.365,2020,4800,1,0,0,0,0,5.973127853599698
85,305000.0,5,2.25,2660,8400,1.5,0,7,2660,0,1961,47.2909,-122.189,1590,8165,0,0,0,0,1,5.484299839346786
86,461000.0,3,3.25,2770,6278,2.0,0,9,1980,790,2006,47.5228,-122.199,1900,7349,1,0,0,0,0,5.663700925389648
87,215000.0,2,2.25,1610,2040,2.0,0,7,1610,0,1979,47.518,-122.194,1950,2025,0,0,1,0,0,5.332438459915605
88,335000.0,2,1.75,1030,1066,2.0,0,7,765,265,2006,47.5394,-122.387,1030,1106,1,0,0,0,0,5.525044807036846
89,243500.0,4,2.5,1980,7403,2.0,0,7,1980,0,1988,47.2897,-122.372,1980,7510,1,0,0,0,0,5.386498965550653
90,1099880.0,5,2.75,3520,6353,2.0,0,10,3520,0,2001,47.6506,-122.391,2520,6250,0,0,1,0,0,6.041345304993961
91,153000.0,3,1.0,1200,10500,1.0,0,7,1200,0,1962,47.322,-122.351,1350,10500,1,0,0,0,0,5.184691430817598
92,430000.0,3,1.5,1580,5000,1.0,0,8,1290,290,1939,47.687,-122.386,1570,4500,1,0,0,0,0,5.633468455579586
93,700000.0,3,1.5,1580,5000,1.0,0,8,1290,290,1939,47.687,-122.386,1570,4500,1,0,0,0,0,5.845098040014257
94,905000.0,4,2.5,3300,10250,1.0,0,7,2390,910,1946,47.5873,-122.249,1950,6045,1,0,0,0,0,5.956648579205203
95,247500.0,3,1.75,1960,15681,1.0,0,7,1960,0,1967,47.3576,-122.277,1750,15616,1,0,0,0,0,5.393575203269587
96,199000.0,4,1.5,1160,6400,1.0,0,7,1160,0,1975,47.3036,-122.378,1160,6400,0,0,1,0,0,5.298853076409706
97,314000.0,3,1.75,1810,41800,1.0,0,7,1210,600,1980,47.4109,-121.958,1650,135036,0,0,0,0,1,5.496929648073215
98,437500.0,3,2.5,2320,36847,2.0,2,9,2320,0,1992,47.4838,-121.714,2550,35065,1,0,0,0,0,5.640978057358332
99,850830.0,3,2.5,2070,13241,1.5,0,9,1270,800,1910,47.6415,-122.315,2200,4500,0,0,0,0,1,5.929842794588423
100,555000.0,3,2.0,1980,3478,1.5,0,7,1440,540,1929,47.6775,-122.372,1610,3478,0,0,1,0,0,5.744292983122676
101,699950.0,3,2.25,2190,107593,2.0,0,8,2190,0,1983,47.7731,-122.08,2570,47777,0,0,1,0,0,5.845067017871888
102,1088000.0,3,2.5,2920,8113,2.0,0,8,2920,0,1950,47.5814,-122.196,2370,8113,1,0,0,0,0,6.036628895362161
103,290000.0,3,1.0,1210,33919,1.0,0,7,1210,0,1954,47.4375,-122.184,1640,14910,1,0,0,0,0,5.4623979978989565
104,375000.0,3,2.5,2340,10005,1.0,0,8,1460,880,1978,47.4431,-122.133,2250,8162,0,0,1,0,0,5.574031267727719
105,460000.0,3,1.0,1670,4005,1.5,0,7,1170,500,1939,47.6878,-122.38,1240,4005,0,0,1,0,0,5.662757831681574
106,188500.0,2,1.75,1240,2493,1.0,0,8,1240,0,1985,47.3813,-122.322,1270,4966,0,0,1,0,0,5.275311354541811
107,680000.0,4,2.5,3140,28037,2.0,0,10,3140,0,1991,47.7304,-122.082,2990,35001,0,0,1,0,0,5.832508912706237
108,470000.0,5,1.75,2030,12342,2.0,0,7,2030,0,1942,47.6417,-122.109,2500,9433,0,0,1,0,0,5.672097857935717
109,597750.0,4,2.5,2310,9624,2.0,0,8,2310,0,1984,47.5386,-122.053,1940,9636,1,0,0,0,0,5.776519584787812
110,570000.0,3,1.75,1260,3328,1.0,0,6,700,560,1905,47.6823,-122.349,1380,3536,0,0,0,0,1,5.7558748556724915
111,272500.0,3,1.75,1540,12600,1.0,0,7,1160,380,1980,47.3624,-122.031,1540,11656,0,0,1,0,0,5.435366506612661
112,329950.0,3,1.75,2080,5969,1.0,2,7,1080,1000,1971,47.5474,-122.295,2090,5500,1,0,0,0,0,5.518448132698142
113,480000.0,4,2.5,3230,16171,2.0,3,9,2520,710,2001,47.3183,-122.253,2640,8517,1,0,0,0,0,5.681241237375588
114,740500.0,3,3.5,4380,6350,2.0,0,8,2780,1600,1900,47.6981,-122.368,1830,6350,1,0,0,0,0,5.869525062857227
115,518500.0,3,3.5,1590,1102,3.0,0,8,1590,0,2010,47.6824,-122.347,1620,3166,1,0,0,0,0,5.71474876072506
116,205425.0,2,1.0,880,6780,1.0,0,6,880,0,1945,47.5009,-122.248,1190,6780,0,0,1,0,0,5.312653295645662
117,171800.0,4,2.0,1570,9600,1.0,0,6,1570,0,1950,47.4965,-122.303,1880,9000,1,0,0,0,0,5.235023159495223
118,535000.0,4,1.0,1610,2982,1.5,0,7,1610,0,1925,47.587,-122.294,1610,4040,0,0,1,0,0,5.7283537820212285
119,660000.0,3,2.5,2400,6474,1.0,2,8,1560,840,1964,47.7728,-122.386,2340,10856,1,0,0,0,0,5.819543935541868
120,391500.0,3,2.0,1450,9132,1.0,0,7,1450,0,1987,47.7288,-122.226,1580,9104,1,0,0,0,0,5.592731766393962
121,395000.0,2,1.0,770,6000,1.0,0,6,770,0,1953,47.6999,-122.364,1710,6000,1,0,0,0,0,5.596597095626461
122,445000.0,4,1.75,2100,4400,1.5,0,7,1720,380,1924,47.5299,-122.266,1850,4400,0,0,0,0,1,5.648360010980932
123,770000.0,3,2.25,2910,10204,2.0,0,9,2910,0,1990,47.6897,-122.098,2700,13992,1,0,0,0,0,5.886490725172482
124,1450000.0,4,2.75,2750,17789,1.5,0,8,1980,770,1914,47.6141,-122.212,3060,11275,1,0,0,0,0,6.161368002234975
125,445000.0,3,2.25,2100,8201,1.0,2,8,1620,480,1967,47.5091,-122.244,2660,8712,1,0,0,0,0,5.648360010980932
126,260000.0,4,2.25,2160,8811,1.0,0,8,1360,800,1978,47.3129,-122.39,2090,8400,1,0,0,0,0,5.414973347970818
127,822500.0,5,3.5,2320,4960,2.0,0,7,1720,600,1926,47.6763,-122.352,1700,4960,0,0,0,0,1,5.9151359066220115
128,430000.0,4,2.5,2070,4310,2.0,0,7,2070,0,2004,47.5319,-121.85,1970,3748,1,0,0,0,0,5.633468455579586
129,212000.0,3,1.75,1060,7875,1.0,0,7,1060,0,1986,47.2761,-122.152,1420,7680,0,0,1,0,0,5.326335860928752
130,660500.0,4,2.25,2010,9603,1.0,0,8,1440,570,1986,47.5343,-122.054,2060,9793,1,0,0,0,0,5.819872821950546
131,784000.0,3,3.5,3950,111078,1.5,0,9,2460,1490,1989,47.697,-122.072,2480,88500,1,0,0,0,0,5.894316062684439
132,453246.0,3,2.5,2010,2287,2.0,0,8,1390,620,2014,47.5517,-121.998,1690,1662,1,0,0,0,0,5.656333980035956
133,675000.0,4,3.5,2140,2278,3.0,0,9,2140,0,2005,47.6734,-122.38,1540,2285,1,0,0,0,0,5.829303772831025
134,199000.0,3,1.75,1320,17390,1.0,0,7,1320,0,1956,47.3257,-122.296,1550,19265,0,0,1,0,0,5.298853076409706
135,220000.0,4,1.75,2020,7840,1.0,0,7,1010,1010,1968,47.3309,-122.299,1750,8140,1,0,0,0,0,5.342422680822207
136,452000.0,4,2.25,2590,10002,1.0,0,8,1340,1250,1968,47.7689,-122.266,1550,10436,0,0,1,0,0,5.6551384348113825
137,382500.0,2,1.0,1190,4440,1.0,0,6,1190,0,1981,47.7135,-122.287,1060,5715,1,0,0,0,0,5.582631439489637
138,519950.0,3,2.25,1170,1249,3.0,0,8,1170,0,2014,47.6722,-122.381,1350,1310,1,0,0,0,0,5.715961582542223
139,665000.0,2,1.0,1110,3200,1.0,0,7,1110,0,1925,47.6338,-122.358,1170,3600,1,0,0,0,0,5.8228216453031045
140,527700.0,5,2.5,2820,9375,1.0,0,8,1550,1270,1968,47.5707,-122.128,2820,9375,0,0,1,0,0,5.722387094177123
141,205000.0,3,1.0,1610,8579,1.0,0,7,1010,600,1962,47.4563,-122.171,1610,8579,0,0,1,0,0,5.311753861055754
142,420000.0,3,1.0,1060,8097,1.0,0,7,940,120,1923,47.7144,-122.351,1560,7940,0,0,1,0,0,5.623249290397901
143,500000.0,4,2.25,2030,8517,1.0,0,8,1380,650,1961,47.5495,-122.174,2230,8824,0,0,1,0,0,5.698970004336019
144,921500.0,4,2.5,3670,315374,2.0,0,9,3670,0,1994,47.7421,-122.026,2840,87991,0,0,1,0,0,5.964495339555093
145,890000.0,4,1.0,2550,4000,2.0,0,8,2370,180,1905,47.6354,-122.353,2200,4000,1,0,0,0,0,5.949390006644912
146,430000.0,2,2.5,2420,60984,2.0,0,7,2420,0,2007,47.5262,-121.943,1940,193842,1,0,0,0,0,5.633468455579586
147,258000.0,5,2.0,2260,12500,1.0,0,8,1130,1130,1960,47.3887,-122.286,1360,18000,0,0,1,0,0,5.41161970596323
148,511000.0,3,1.0,1430,3455,1.0,0,7,980,450,1947,47.6873,-122.336,1450,4599,1,0,0,0,0,5.708420900134713
149,532170.0,3,2.0,1360,3090,2.0,0,8,1360,0,1990,47.6838,-122.353,1500,3090,1,0,0,0,0,5.726050388438431
150,560000.0,3,1.0,1110,5000,1.5,0,7,1110,0,1947,47.655,-122.359,1420,5000,1,0,0,0,0,5.748188027006201
151,282950.0,3,1.0,1250,8200,1.0,0,7,1250,0,1954,47.3255,-122.304,1680,8633,0,0,1,0,0,5.451709698271347
152,350000.0,1,1.0,700,5100,1.0,0,7,700,0,1942,47.679,-122.3,1010,5100,1,0,0,0,0,5.544068044350276
153,215000.0,3,1.0,1180,7669,1.0,0,7,1180,0,1967,47.4479,-122.176,1190,7669,0,0,1,0,0,5.332438459915605
154,650000.0,5,3.5,3960,25245,2.0,0,9,2500,1460,1996,47.525,-122.172,2640,13675,1,0,0,0,0,5.812913356642856
155,320000.0,4,2.75,2640,7500,1.0,0,8,1620,1020,1967,47.3135,-122.369,1980,7875,1,0,0,0,0,5.505149978319906
156,247000.0,3,2.0,1270,7198,1.5,0,7,1270,0,1916,47.2086,-121.996,1160,7198,1,0,0,0,0,5.392696953259666
157,320000.0,4,1.75,1760,11180,1.0,0,8,1760,0,1968,47.4715,-122.118,1730,11180,0,0,1,0,0,5.505149978319906
158,255000.0,5,2.25,2060,8632,1.0,0,7,1030,1030,1962,47.4877,-122.335,1010,11680,1,0,0,0,0,5.4065401804339555
159,438000.0,3,1.75,1780,9660,1.0,0,7,1780,0,1962,47.7171,-122.193,1200,9660,1,0,0,0,0,5.6414741105041
160,900000.0,3,2.5,3400,16603,2.0,0,10,3400,0,2000,47.6012,-122.023,3400,12601,1,0,0,0,0,5.954242509439325
161,441000.0,3,2.75,1910,7280,1.0,0,7,1160,750,1979,47.7319,-122.224,1710,8152,1,0,0,0,0,5.644438589467838
162,420000.0,3,2.0,2020,38332,1.0,0,7,1010,1010,1975,47.4582,-122.023,2110,36590,0,0,1,0,0,5.623249290397901
163,370000.0,3,1.75,1580,7000,1.0,0,7,1180,400,1976,47.7209,-122.168,1640,7500,1,0,0,0,0,5.568201724066995
164,269950.0,2,1.75,1340,7250,1.0,0,5,700,640,1949,47.408,-122.327,1830,9750,0,0,0,0,1,5.431283331807261
165,807100.0,4,2.5,2680,4499,2.0,0,9,2680,0,1999,47.565,-122.125,2920,4500,1,0,0,0,0,5.906927347308955
166,653000.0,3,2.5,2680,9750,1.0,0,8,1610,1070,1979,47.7028,-122.231,2480,8750,0,0,1,0,0,5.814913181275074
167,371500.0,3,2.0,1370,8336,1.0,0,7,1370,0,1964,47.7458,-122.331,1770,7288,0,0,0,0,1,5.569958818096594
168,284000.0,3,1.75,1560,21000,1.0,0,7,1560,0,1954,47.4776,-122.337,1070,7920,1,0,0,0,0,5.453318340047038
169,272000.0,3,1.75,2160,7140,1.0,0,7,1670,490,1978,47.3026,-122.374,1930,7350,0,0,1,0,0,5.434568904034199
170,313000.0,3,1.5,1340,7912,1.5,0,7,1340,0,1955,47.7658,-122.339,1480,7940,1,0,0,0,0,5.495544337546448
171,917500.0,4,2.5,3880,35003,2.0,0,10,2570,1310,1984,47.6477,-122.182,3740,35230,1,0,0,0,0,5.962606072924127
172,673000.0,4,2.25,2590,8190,2.0,0,8,2590,0,1980,47.5619,-122.125,2260,8335,0,0,1,0,0,5.828015064223977
173,425000.0,3,2.5,1120,1100,2.0,0,8,820,300,2008,47.6106,-122.31,1590,1795,1,0,0,0,0,5.628388930050312
174,399950.0,5,2.75,1970,5400,1.0,0,7,1320,650,1986,47.5868,-122.308,1280,2150,1,0,0,0,0,5.602005701124516
175,385000.0,3,1.0,1220,4800,1.0,0,6,1220,0,1901,47.6101,-122.307,1200,4800,1,0,0,0,0,5.585460729508501
176,269950.0,3,1.5,1950,7560,1.0,2,7,1320,630,1975,47.1976,-121.999,1950,8941,0,0,1,0,0,5.431283331807261
177,330000.0,2,1.0,1350,8220,1.0,0,7,1060,290,1949,47.7224,-122.358,1540,8280,1,0,0,0,0,5.518513939877887
178,260000.0,3,2.5,1670,5797,2.0,0,7,1670,0,1988,47.3505,-122.179,1670,6183,1,0,0,0,0,5.414973347970818
179,470000.0,4,3.0,2380,5125,1.5,0,7,1680,700,1925,47.5384,-122.376,1410,5375,0,0,1,0,0,5.672097857935717
180,589000.0,4,3.0,2440,9600,2.0,0,7,2440,0,1961,47.7044,-122.2,2290,9600,0,0,0,0,1,5.770115294787102
181,163500.0,2,1.5,1050,3419,2.0,0,7,1050,0,1996,47.3848,-122.039,1050,3417,1,0,0,0,0,5.213517756996305
182,835000.0,4,2.75,3130,13412,2.0,0,9,2140,990,1993,47.6993,-122.102,2260,9984,1,0,0,0,0,5.921686475483602
183,1095000.0,5,3.0,4090,12850,1.0,2,10,2090,2000,1986,47.6627,-122.188,2540,10270,0,0,1,0,0,6.039414119176137
184,269000.0,4,1.75,1490,10000,1.0,0,8,1100,390,1969,47.3099,-122.379,2190,8910,0,0,1,0,0,5.429752280002408
185,560000.0,3,2.5,1900,8744,2.0,0,8,1900,0,1987,47.62,-122.043,2030,8744,1,0,0,0,0,5.748188027006201
186,615000.0,4,1.0,1330,2400,1.5,0,6,1330,0,1901,47.65,-122.34,1330,4400,0,0,1,0,0,5.788875115775417
187,585188.0,3,2.25,2230,10026,1.0,0,8,1430,800,1975,47.6647,-122.153,2230,9340,1,0,0,0,0,5.767295411801843
188,305000.0,3,1.75,1650,9480,1.0,0,7,1220,430,1977,47.726000000000006,-122.191,1540,8400,1,0,0,0,0,5.484299839346786
189,166950.0,3,1.0,1190,8820,1.0,0,6,1190,0,1959,47.4616,-122.184,1230,7980,1,0,0,0,0,5.222586423390389
190,799000.0,3,2.5,2140,9897,1.0,0,8,2140,0,1959,47.5505,-122.219,2680,10083,0,0,1,0,0,5.902546779313991
191,400000.0,3,2.5,2180,7508,1.0,0,7,1420,760,1962,47.7606,-122.336,1900,7818,0,0,1,0,0,5.6020599913279625
192,230000.0,3,1.0,1060,10228,1.0,0,7,1060,0,1948,47.7481,-122.3,1570,10228,1,0,0,0,0,5.361727836017593
193,256883.0,3,2.5,1690,5025,2.0,0,8,1690,0,2003,47.2779,-122.347,2550,5001,1,0,0,0,0,5.409735364482449
194,423000.0,4,2.0,1970,6480,1.5,0,7,1130,840,1920,47.5511,-122.312,1500,6480,0,0,0,0,1,5.626340367375042
195,465000.0,3,2.5,2150,4084,2.0,0,8,2150,0,2007,47.5488,-122.372,1750,2385,1,0,0,0,0,5.6674529528899535
196,440000.0,3,2.5,1910,66211,2.0,0,7,1910,0,1997,47.5385,-121.911,2330,67268,1,0,0,0,0,5.643452676486188
197,385000.0,3,1.75,1350,155073,1.0,0,7,1350,0,1969,47.4058,-121.994,1560,50965,0,0,1,0,0,5.585460729508501
198,210000.0,3,1.0,860,11725,1.0,0,6,860,0,1943,47.5093,-122.184,1300,9514,0,0,1,0,0,5.3222192947339195
199,297000.0,3,2.5,1940,14952,2.0,0,8,1940,0,1994,47.3777,-122.165,2030,10450,1,0,0,0,0,5.472756449317212
